ms_zoning,lot_frontage,street,land_contour,overall_qual,roof_matl,exterior_1st,mas_vnr_type,mas_vnr_area,foundation,bsmt_qual,bsmt_exposure,bsmtfin_sf_1,heating,heating_qc,central_air,gr_liv_area,full_bath,fireplace_qu,garage_type,garage_finish,garage_area,wood_deck_sf,open_porch_sf,sale_type,saleprice,age_built,age_remod,total_sf,open_lot,common_lot,closed_lot,near_park,near_road
RL,69.05520046484602,Pave,Lvl,8,CompShg,VinylSd,BrkFace,112.0,PConc,4,1,994.0,GasA,5,Y,1914,2,3,BuiltIn,2,746.0,168,127,WD ,279000,2,2,3334.0,False,True,False,False,False
RL,81.0,Pave,Lvl,6,CompShg,Plywood,BrkFace,248.0,CBlock,3,1,548.0,GasA,3,Y,1875,3,3,Attchd,2,485.0,48,28,WD ,184500,31,6,2550.0,False,True,False,False,False
RM,50.0,Pave,Lvl,3,CompShg,MetalSd,None,0.0,CBlock,3,1,331.0,GasA,5,Y,1183,1,0,Detchd,1,308.0,0,176,WD ,120000,59,5,1832.0,False,True,False,False,False
RL,70.0,Pave,Lvl,6,CompShg,HdBoard,None,0.0,PConc,4,1,52.0,GasA,5,Y,1730,2,0,Attchd,2,528.0,0,91,WD ,171500,17,17,2546.0,False,True,False,False,False
Others,35.0,Pave,Lvl,7,CompShg,MetalSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1250,2,0,Detchd,2,528.0,0,54,New,164700,1,0,1875.0,False,True,False,False,False
RL,88.0,Pave,Bnk,6,CompShg,HdBoard,BrkFace,232.0,CBlock,4,1,549.0,GasA,5,Y,2559,2,3,Attchd,2,506.0,0,245,WD ,209000,17,17,3427.0,False,True,False,False,False
RM,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,BrkFace,18.0,PConc,4,1,1059.0,GasA,5,Y,1548,2,3,Attchd,3,388.0,143,20,WD ,225000,2,2,2913.0,False,True,False,False,False
RL,58.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,PConc,3,1,0.0,GasA,3,Y,1184,1,0,NA,0,0.0,0,151,WD ,81000,96,10,1842.0,False,True,False,False,False
RL,49.0,Pave,Lvl,8,CompShg,VinylSd,None,0.0,PConc,5,1,1562.0,GasA,5,Y,1670,2,4,Attchd,2,928.0,0,240,New,336820,0,0,3340.0,False,False,True,False,False
RL,69.05520046484602,Pave,Low,7,CompShg,Plywood,BrkFace,128.0,CBlock,4,4,1065.0,GasA,5,Y,2062,2,4,Attchd,3,454.0,60,55,WD ,277000,19,18,3219.0,False,True,False,False,False
RL,70.0,Pave,Lvl,5,CompShg,CemntBd,None,0.0,CBlock,3,1,0.0,GasA,3,Y,894,1,0,Detchd,1,312.0,0,0,WD ,117600,47,47,1788.0,False,True,False,False,False
RL,80.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,CBlock,3,1,120.0,GasA,5,Y,1668,1,0,Attchd,1,271.0,0,0,WD ,140000,59,4,2524.0,False,True,False,False,False
RL,91.0,Pave,Lvl,9,CompShg,VinylSd,Stone,402.0,PConc,5,3,1153.0,GasA,5,Y,1766,2,4,Attchd,3,874.0,216,36,New,395039,0,0,3517.0,False,True,False,False,False
RL,59.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,CBlock,4,1,0.0,GasA,5,Y,1496,3,0,Attchd,1,572.0,100,0,New,181755,0,0,2264.0,False,True,False,False,False
RL,91.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,118.0,PConc,4,3,0.0,GasA,5,Y,1400,2,0,Attchd,2,612.0,144,55,New,186800,1,0,2800.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,388.0,GasA,3,Y,2140,2,3,Attchd,3,549.0,0,40,WD ,177500,44,44,2884.0,False,True,False,False,False
RL,60.0,Pave,Lvl,4,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,0.0,GasA,3,Y,968,2,0,Detchd,1,216.0,0,0,WD ,64500,80,0,1624.0,False,True,False,False,False
Others,25.0,Pave,Lvl,7,CompShg,MetalSd,None,0.0,PConc,5,3,1298.0,GasA,5,Y,1488,2,4,Attchd,3,506.0,168,50,WD ,260000,6,5,2976.0,False,False,True,False,False
RL,53.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,16.0,PConc,4,3,0.0,GasA,5,Y,1266,2,4,Attchd,3,388.0,100,16,New,185485,0,0,2532.0,False,True,False,False,False
RM,51.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,209.0,GasA,3,Y,875,1,0,Detchd,1,180.0,48,0,WD ,105000,78,16,1590.0,False,True,False,False,False
RL,80.0,Pave,Lvl,6,CompShg,Plywood,BrkFace,360.0,CBlock,3,1,0.0,GasA,5,Y,1855,2,3,Attchd,2,512.0,113,100,WD ,187000,31,13,2383.0,False,True,False,False,False
RL,91.0,Pave,Lvl,7,CompShg,Wd Sdng,None,0.0,CBlock,4,2,213.0,GasA,5,Y,1621,2,0,Attchd,2,440.0,108,45,WD ,202500,22,8,2829.0,False,True,False,False,False
RL,70.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,210.0,PConc,4,2,1178.0,GasA,5,Y,1614,2,0,Attchd,2,878.0,100,38,WD ,245700,2,1,3228.0,False,True,False,False,False
RL,50.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,3,1,0.0,GasA,5,Y,1266,1,3,Attchd,2,283.0,340,0,WD ,128000,27,27,1896.0,False,True,False,False,False
RL,80.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,178.0,PConc,4,2,0.0,GasA,4,Y,2098,2,4,Attchd,2,878.0,192,52,WD ,275500,1,1,3128.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,None,344.0,PConc,4,1,694.0,GasA,5,Y,1983,2,3,Attchd,3,490.0,0,0,WD ,225000,10,10,2961.0,False,False,True,False,False
RL,80.0,Pave,Lvl,5,CompShg,BrkFace,None,0.0,CBlock,4,3,433.0,GasA,3,Y,1183,1,0,Attchd,2,288.0,0,0,WD ,138000,50,50,1711.0,False,True,False,False,False
RM,21.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,381.0,CBlock,3,1,0.0,GasA,3,Y,1092,1,0,Detchd,1,264.0,0,0,WD ,88000,39,39,1617.0,False,True,False,False,False
RL,105.0,Pave,Lvl,9,CompShg,VinylSd,BrkFace,772.0,PConc,4,3,0.0,GasA,5,Y,2643,2,4,BuiltIn,3,694.0,414,84,WD ,380000,1,1,4796.0,False,True,False,False,False
Others,85.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,292.0,PConc,4,3,0.0,GasA,5,Y,1660,2,4,Attchd,3,660.0,133,120,WD ,256000,1,1,3320.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,3,2,234.0,GasA,3,Y,900,1,0,Detchd,1,576.0,222,32,WD ,134800,59,10,1800.0,False,True,False,False,False
RM,24.0,Pave,Lvl,6,CompShg,MetalSd,None,0.0,CBlock,4,1,0.0,GasA,3,Y,1229,1,3,Attchd,3,462.0,154,0,WD ,121000,29,29,1790.0,False,True,False,False,False
Others,84.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1761,3,0,Attchd,3,578.0,144,105,New,227875,0,0,2635.0,False,True,False,False,False
RL,64.0,Pave,Lvl,8,CompShg,VinylSd,Stone,72.0,PConc,4,3,0.0,GasA,5,Y,1694,2,0,Attchd,2,776.0,160,33,WD ,245350,2,2,3388.0,False,True,False,False,False
RM,33.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,PConc,3,1,0.0,GasA,4,N,1248,2,0,NA,0,0.0,0,130,WD ,93500,86,56,1872.0,False,True,False,False,False
RL,85.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,108.0,GasA,2,N,835,1,0,Basment,1,366.0,0,0,COD,83000,90,60,1293.0,False,True,False,False,False
RL,69.05520046484602,Pave,Low,6,CompShg,HdBoard,None,0.0,PConc,4,3,985.0,GasA,5,Y,1953,2,2,Attchd,3,501.0,216,231,WD ,240000,15,15,3533.0,False,True,False,False,False
RM,40.0,Pave,Lvl,5,CompShg,AsbShng,None,0.0,CBlock,3,1,0.0,GasA,3,N,1173,2,0,Detchd,1,240.0,0,25,WD ,113000,106,57,1765.0,False,True,False,False,False
RL,66.0,Pave,Lvl,6,CompShg,Wd Sdng,BrkFace,176.0,CBlock,3,1,585.0,GasA,3,Y,1215,1,0,Attchd,1,297.0,0,0,WD ,155000,51,11,2430.0,False,True,False,False,False
RL,65.0,Pave,Lvl,6,CompShg,HdBoard,None,0.0,CBlock,3,2,832.0,GasA,4,Y,912,1,0,Detchd,1,288.0,168,0,WD ,142000,47,12,1824.0,False,True,False,False,False
RM,50.0,Pave,Lvl,6,CompShg,Wd Sdng,None,0.0,PConc,3,1,0.0,GasA,4,Y,904,1,0,Detchd,1,180.0,0,0,WD ,119000,83,5,1788.0,False,True,False,False,False
RL,75.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,CBlock,4,2,660.0,GasA,5,Y,1750,2,0,Attchd,1,423.0,245,0,WD ,160000,68,23,2733.0,False,True,False,False,False
RL,62.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,3,1,759.0,GasA,5,Y,1593,2,3,Attchd,3,398.0,100,75,WD ,193000,4,4,2432.0,False,True,False,False,False
RL,88.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,309.0,PConc,5,1,335.0,GasA,5,Y,2202,2,3,Attchd,2,517.0,0,65,WD ,263000,15,14,3307.0,False,True,False,False,False
RL,65.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,3,24.0,GasA,5,Y,1310,2,4,Attchd,3,400.0,0,0,New,164990,1,1,2620.0,False,True,False,False,False
RL,60.0,Pave,Lvl,4,CompShg,Wd Sdng,None,0.0,CBlock,3,1,732.0,GasA,5,Y,948,1,3,Detchd,1,280.0,0,36,WD ,119000,53,53,1896.0,False,True,False,False,False
Others,75.0,Pave,Lvl,8,CompShg,VinylSd,Stone,238.0,PConc,4,1,24.0,GasA,5,Y,1448,2,4,Attchd,2,692.0,0,140,WD ,238500,3,2,2820.0,False,True,False,False,False
RL,62.0,Pave,Low,7,WdShngl,Plywood,None,0.0,CBlock,4,4,655.0,GasA,3,Y,1533,2,3,Attchd,1,576.0,200,54,WD ,280000,31,31,3066.0,False,True,False,False,False
Others,32.0,Pave,Lvl,8,CompShg,VinylSd,Stone,36.0,PConc,4,1,60.0,GasA,5,Y,1565,2,0,Attchd,3,476.0,0,120,New,193800,1,0,3076.0,False,True,False,False,False
RM,44.0,Pave,Lvl,5,CompShg,CemntBd,None,0.0,PConc,4,1,840.0,GasA,3,Y,1060,1,3,Attchd,1,572.0,100,110,WD ,129900,31,31,2100.0,False,True,False,False,False
RL,57.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,PConc,4,1,686.0,GasA,5,Y,990,1,0,Detchd,1,672.0,0,0,WD ,145000,14,13,1980.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,CompShg,VinylSd,BrkFace,178.0,PConc,4,4,0.0,GasA,5,Y,1787,2,3,Attchd,2,748.0,198,150,WD ,275000,5,4,3540.0,False,False,True,False,False
RL,60.0,Pave,Lvl,3,CompShg,BrkFace,None,0.0,Slab,0,0,0.0,Wall,2,N,1040,2,0,Detchd,1,400.0,0,0,WD ,81400,56,56,1040.0,False,True,False,False,False
RL,62.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,4,1,173.0,GasW,3,Y,1089,1,4,Detchd,2,252.0,328,0,WD ,125000,55,55,2178.0,False,True,False,False,False
RM,62.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,BrkTil,2,1,0.0,GasA,3,Y,861,1,0,Detchd,1,288.0,0,0,Oth,80000,89,59,1722.0,False,True,False,False,False
RL,67.0,Pave,Bnk,5,CompShg,MetalSd,BrkFace,203.0,BrkTil,3,2,133.0,GasA,2,N,1296,2,4,Detchd,1,260.0,0,0,WD ,104000,86,11,2403.0,False,True,False,False,False
RL,59.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,338.0,PConc,4,1,919.0,GasA,5,Y,1720,2,3,Attchd,3,527.0,240,56,WD ,260400,14,14,3440.0,False,True,False,False,False
RL,78.0,Pave,Lvl,7,CompShg,MetalSd,BrkFace,306.0,CBlock,4,1,321.0,GasA,5,Y,1479,2,3,Attchd,2,484.0,167,72,WD ,176000,26,4,2204.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,HdBoard,BrkFace,442.0,CBlock,3,3,249.0,GasA,3,Y,1040,1,0,Attchd,2,264.0,0,90,WD ,123000,41,41,2080.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,9,CompShg,VinylSd,BrkFace,295.0,PConc,5,2,0.0,GasA,5,Y,2172,2,3,BuiltIn,2,687.0,162,153,WD ,291000,8,8,3691.0,False,True,False,False,False
RL,50.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,CBlock,3,1,680.0,GasA,5,Y,972,1,4,Detchd,1,240.0,0,0,WD ,132000,61,7,1944.0,False,True,False,False,False
RL,51.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1456,2,0,Attchd,3,400.0,100,24,WD ,176000,3,3,2184.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,Wd Sdng,BrkFace,70.0,CBlock,3,1,625.0,GasA,2,Y,1728,2,4,Detchd,1,576.0,0,99,WD ,177625,53,53,2776.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,AsbShng,None,0.0,BrkTil,3,1,392.0,GasA,4,Y,1221,1,0,Attchd,1,392.0,0,0,WD ,104900,82,56,2005.0,False,True,False,False,False
RL,68.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,500.0,GasA,5,Y,1749,2,0,Attchd,2,515.0,140,85,WD ,196000,7,7,2591.0,False,True,False,False,False
RL,48.0,Pave,Lvl,9,CompShg,MetalSd,BrkFace,394.0,PConc,5,1,848.0,GasA,5,Y,1577,2,4,Attchd,2,564.0,203,39,WD ,280000,2,2,3154.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,HdBoard,BrkFace,22.0,PConc,4,1,0.0,GasA,4,Y,1474,2,3,BuiltIn,3,400.0,120,72,WD ,168500,14,13,1858.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,HdBoard,None,0.0,PConc,4,1,0.0,GasA,4,Y,1671,2,3,Attchd,3,423.0,0,84,WD ,170000,11,11,2452.0,False,True,False,False,False
RL,200.0,Pave,Lvl,3,CompShg,MetalSd,None,0.0,CBlock,0,0,0.0,GasA,5,Y,2034,1,0,2Types,2,1041.0,483,266,WD ,130000,54,54,2034.0,False,True,False,False,False
RM,52.0,Pave,Lvl,7,CompShg,Wd Sdng,None,0.0,BrkTil,3,2,300.0,GasA,3,Y,2009,2,4,Detchd,1,400.0,0,20,WD ,150000,69,58,2998.0,False,True,False,False,False
RL,95.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1100,1,0,Attchd,2,462.0,0,0,WD ,145000,10,10,2200.0,False,True,False,False,False
RL,63.0,Pave,Lvl,5,CompShg,Plywood,None,0.0,CBlock,3,1,1606.0,GasA,3,Y,1728,2,0,Detchd,1,560.0,0,0,WD ,188000,30,30,3456.0,False,True,False,False,False
RL,57.0,Pave,HLS,6,CompShg,VinylSd,None,0.0,PConc,4,3,0.0,GasA,4,Y,1600,2,3,Attchd,3,460.0,100,38,WD ,169000,10,10,2516.0,False,True,False,False,False
RL,74.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,4,Y,1125,1,0,Attchd,1,430.0,80,64,New,155000,1,0,2250.0,False,True,False,False,False
Others,59.0,Pave,Lvl,7,CompShg,MetalSd,None,0.0,PConc,4,2,16.0,GasA,5,Y,1391,2,0,Attchd,2,530.0,156,158,WD ,196000,4,4,2782.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,574.0,GasA,5,Y,1995,2,4,BuiltIn,3,435.0,264,48,WD ,219500,5,5,2849.0,False,True,False,False,False
RL,65.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1456,2,4,Attchd,3,390.0,0,24,New,170440,1,0,2184.0,False,True,False,False,False
RL,75.0,Pave,Bnk,6,CompShg,HdBoard,BrkFace,140.0,CBlock,3,1,535.0,GasA,3,Y,1426,1,0,Attchd,3,440.0,252,0,WD ,159500,32,32,2116.0,False,True,False,False,False
RL,80.0,Pave,Lvl,7,CompShg,Plywood,BrkFace,288.0,PConc,3,1,0.0,GasA,4,Y,1682,2,4,Attchd,1,530.0,98,0,WD ,174000,38,38,2986.0,False,True,False,False,False
RL,85.0,Pave,Lvl,7,Tar&Grv,Plywood,None,0.0,CBlock,3,4,778.0,GasA,3,Y,1277,1,1,Attchd,1,526.0,0,0,WD ,167000,37,37,2554.0,False,True,False,False,False
RL,24.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,4,1,566.0,GasA,3,Y,1456,2,3,Attchd,1,440.0,87,0,WD ,148500,33,33,2311.0,False,True,False,False,False
RL,64.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,Slab,0,0,0.0,GasA,3,Y,2228,2,0,Detchd,1,720.0,73,0,WD ,147983,30,30,2228.0,False,True,False,False,False
RL,75.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,4,1,0.0,GasA,3,Y,1217,1,3,Attchd,2,288.0,0,28,WD ,120000,29,29,1843.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,PConc,5,1,980.0,GasA,4,Y,1090,1,0,Attchd,3,450.0,0,49,WD ,157000,2,1,2180.0,False,True,False,False,False
RL,50.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,2,2,0.0,GasA,2,Y,1456,1,3,Detchd,1,280.0,0,0,WD ,91500,58,56,2266.0,False,True,False,False,False
RL,67.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,2,1,0.0,GasA,4,Y,796,1,0,NA,0,0.0,328,0,WD ,85000,98,58,1592.0,False,True,False,False,False
RL,70.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,698.0,GasA,5,Y,1214,1,0,Detchd,1,461.0,0,0,WD ,140000,42,42,2428.0,False,True,False,False,False
RL,66.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,CBlock,3,1,763.0,GasA,5,Y,955,1,0,Attchd,1,386.0,0,0,WD ,127000,41,41,1910.0,False,True,False,False,False
Others,64.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,503.0,GasA,5,Y,1728,2,0,Attchd,2,673.0,216,56,WD ,207500,5,5,2592.0,False,True,False,False,False
RL,60.0,Pave,Lvl,6,CompShg,BrkFace,None,0.0,BrkTil,3,1,425.0,GasA,4,Y,3672,3,4,Detchd,1,836.0,684,80,WD ,415000,71,16,5508.0,False,True,False,False,False
RL,90.0,Pave,Lvl,6,CompShg,HdBoard,Stone,132.0,CBlock,3,1,65.0,GasA,3,Y,1561,2,4,Attchd,3,463.0,0,148,WD ,193000,49,49,3122.0,False,True,False,False,False
RL,65.0,Pave,Lvl,6,CompShg,HdBoard,None,0.0,PConc,4,1,0.0,GasA,4,Y,1481,2,3,Attchd,3,343.0,0,36,WD ,174000,15,14,2183.0,False,True,False,False,False
RL,78.0,Pave,Lvl,7,CompShg,WdShing,None,0.0,CBlock,3,2,699.0,GasA,5,Y,1527,1,4,Attchd,1,410.0,0,0,WD ,152500,61,10,2226.0,False,True,False,False,False
RL,72.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1640,2,0,Attchd,2,595.0,0,45,WD ,183000,5,5,2438.0,False,False,True,False,False
RL,60.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,PConc,3,2,1080.0,GasA,3,N,1480,1,4,Attchd,1,253.0,0,0,WD ,136500,56,13,2560.0,False,True,False,False,False
RL,80.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,172.0,PConc,4,1,361.0,GasA,5,Y,1792,2,3,Attchd,2,564.0,0,96,WD ,231500,7,7,2755.0,False,True,False,False,False
RL,57.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,PConc,5,2,210.0,GasA,2,Y,1148,1,0,Detchd,1,308.0,0,0,WD ,123500,54,54,2128.0,False,True,False,False,False
RL,59.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,PConc,3,1,0.0,GasA,3,Y,1393,1,0,Attchd,1,300.0,121,0,WD ,135500,53,53,2209.0,False,True,False,False,False
RL,65.0,Pave,Lvl,6,CompShg,HdBoard,None,0.0,CBlock,3,3,504.0,GasA,3,Y,1044,1,2,Detchd,1,528.0,228,0,WD ,133500,31,31,2004.0,False,True,False,False,False
RL,71.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,CBlock,3,1,25.0,GasA,3,Y,1144,1,0,Detchd,1,336.0,0,88,COD,124000,45,45,2288.0,False,True,False,False,False
RL,78.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,530.0,PConc,4,3,956.0,GasA,5,Y,1924,2,3,Attchd,2,592.0,208,75,WD ,280000,8,8,3010.0,False,False,True,False,False
RL,108.0,Pave,Lvl,9,CompShg,VinylSd,BrkFace,165.0,PConc,4,1,0.0,GasA,5,Y,2599,2,3,BuiltIn,3,779.0,668,30,WD ,333168,11,11,3992.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,CompShg,VinylSd,BrkFace,188.0,PConc,4,4,850.0,GasA,5,Y,2283,2,4,BuiltIn,3,632.0,120,46,WD ,270000,6,6,3291.0,False,True,False,False,False
RL,60.0,Pave,Lvl,6,CompShg,Wd Sdng,None,0.0,CBlock,3,3,621.0,GasA,4,N,1133,1,0,Detchd,1,900.0,0,0,COD,128500,59,59,1928.0,False,True,False,False,False
RL,50.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,PConc,4,1,904.0,GasA,4,Y,1398,2,0,Attchd,2,542.0,0,46,WD ,172000,16,15,2796.0,False,True,False,False,False
RL,72.0,Pave,Lvl,5,CompShg,HdBoard,BrkFace,153.0,PConc,4,3,535.0,GasA,5,Y,810,1,0,Detchd,1,576.0,0,0,WD ,130000,35,34,1592.0,False,True,False,False,False
RL,34.0,Pave,Lvl,6,CompShg,VinylSd,Stone,135.0,PConc,4,3,900.0,GasA,5,Y,1306,2,4,Attchd,2,624.0,170,63,WD ,196000,4,4,2612.0,False,True,False,False,False
RM,50.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,3,116.0,GasA,1,N,803,1,0,Detchd,1,360.0,0,0,WD ,87000,66,57,1523.0,False,True,False,False,False
RM,55.0,Pave,HLS,5,CompShg,MetalSd,None,0.0,CBlock,2,1,910.0,GasA,3,Y,1435,1,0,Detchd,1,308.0,0,33,WD ,128250,57,57,2345.0,False,True,False,False,True
RL,85.0,Pave,Lvl,6,CompShg,Plywood,Stone,119.0,CBlock,4,1,790.0,GasA,3,Y,2073,2,3,Attchd,1,500.0,349,0,WD ,210000,32,22,3615.0,False,True,False,False,False
RL,69.05520046484602,Pave,HLS,6,CompShg,MetalSd,BrkFace,480.0,CBlock,3,2,297.0,GasA,3,Y,1991,1,4,Detchd,1,432.0,0,0,WD ,220000,75,57,2845.0,False,True,False,False,False
RL,60.0,Pave,Lvl,4,CompShg,VinylSd,None,0.0,CBlock,4,1,442.0,GasA,3,Y,1067,2,0,Attchd,1,436.0,290,0,WD ,128000,60,15,2134.0,False,True,False,False,False
RM,120.0,Pave,Lvl,5,CompShg,Stucco,None,0.0,BrkTil,3,1,130.0,GasA,5,Y,1174,1,4,Detchd,1,576.0,116,26,WD ,135000,107,1,1854.0,False,True,False,False,False
RL,74.0,Pave,Lvl,4,CompShg,HdBoard,None,0.0,PConc,4,1,1383.0,GasA,4,Y,1689,2,3,Attchd,1,432.0,428,120,WD ,228500,17,17,3369.0,False,True,False,False,False
RM,50.0,Pave,Lvl,6,CompShg,MetalSd,None,0.0,BrkTil,3,1,452.0,GasA,3,Y,1132,1,0,Detchd,1,240.0,0,0,WD ,134000,71,60,1740.0,False,True,False,False,False
RL,85.0,Pave,Lvl,6,CompShg,VinylSd,BrkFace,244.0,CBlock,3,1,773.0,GasA,3,Y,1024,1,3,Attchd,1,313.0,0,0,WD ,157500,50,50,2032.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,CompShg,HdBoard,BrkFace,372.0,PConc,4,1,624.0,GasA,5,Y,2232,2,3,Attchd,2,623.0,173,165,WD ,263550,16,15,3405.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,MetalSd,BrkFace,310.0,CBlock,4,1,678.0,GasA,5,Y,1440,2,3,Attchd,3,467.0,0,0,WD ,182900,26,26,2880.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,Wd Sdng,BrkFace,260.0,CBlock,4,1,808.0,GasA,5,Y,1680,2,4,Attchd,3,540.0,292,44,WD ,222000,21,2,2560.0,False,True,False,False,False
RL,77.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1092,1,0,NA,0,0.0,0,52,WD ,146000,1,0,2184.0,False,True,False,False,True
RM,90.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,BrkTil,3,1,338.0,GasA,4,Y,1559,1,0,Detchd,1,812.0,0,116,COD,153500,59,34,3118.0,False,True,False,False,False
RL,129.0,Pave,Lvl,9,CompShg,VinylSd,BrkFace,66.0,PConc,5,3,1447.0,GasA,5,Y,1980,2,4,Attchd,3,770.0,194,45,WD ,315000,2,1,3960.0,True,False,False,False,False
RL,80.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,473.0,PConc,4,1,986.0,GasA,4,Y,2630,2,3,Attchd,3,696.0,0,66,WD ,315000,10,10,4100.0,False,True,False,False,False
RL,73.0,Pave,Lvl,8,CompShg,VinylSd,Stone,156.0,PConc,4,3,0.0,GasA,5,Y,1861,3,4,BuiltIn,2,851.0,144,60,WD ,257000,1,1,3202.0,False,True,False,False,False
RL,150.0,Pave,Lvl,4,CompShg,HdBoard,BrkFace,98.0,CBlock,4,3,865.0,GasA,4,Y,1200,1,0,2Types,3,850.0,0,119,ConLD,173000,44,44,2400.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,Plywood,None,0.0,Slab,0,0,0.0,GasA,4,Y,2320,2,3,Attchd,1,672.0,120,144,WD ,169000,58,56,2267.0,False,True,False,False,False
RL,117.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,470.0,PConc,5,4,1557.0,GasA,5,Y,2200,2,4,Attchd,3,685.0,208,55,WD ,382500,6,5,4400.0,False,True,False,False,False
RL,75.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,281.0,PConc,4,1,0.0,GasA,5,Y,1795,2,4,Attchd,2,534.0,171,159,WD ,230000,6,6,3572.0,False,True,False,False,False
RL,74.0,Pave,Lvl,5,CompShg,Wd Sdng,BrkFace,650.0,CBlock,3,1,1213.0,GasA,4,Y,1297,1,3,Attchd,3,498.0,0,0,WD ,153000,55,19,2594.0,False,True,False,False,False
